"","X","base_salary","cash_bonus_past","option_awards","cash_bonus","sic_code","company_name","perks_others","symbol","amount","location","industry","fy_end_revenue","empty","stock_awards_past","cash_compensation_past","total_return","rank_change","notes","fy_end_mkt_cap","rank_profit","change","batch","company_name_ticker","net_income","option_awards_past","perks_others_past","nyt","company_display_name","empty_0","amount_past","empty_2","fy_end","fy_end_net_income","empty_4","base_salary_past","chief_executive","stock_awards","rank_pay","revenues","rank_revenue","rank_total","cash_compensation","ticker"
"147",147,1600000,2500000,0,3300000,2080,"PEPSICO INC",149379,"",12577115,"PURCHASE NY","Consumer Goods",65492,NA,6249986,4605031,6,148,"",105573,125,-11,41274,"PepsiCo (PEP)",-4,3231373,520416,NA,"PepsiCo (PEP)",NA,14086390,NA,"31-Dec",6171,NA,1584615,"Indra K. Nooyi",7527736,147,-2,28,148,5049379,"PEP"
"148",148,652083,1062900,2000054,2749926,4512,"DELTA AIR LINES INC /DE/",173457,"",12575572,"ATLANTA GA","Services",36670,NA,7000047,1854507,47,40,"",10108,56,42,41274,"Delta Air Lines (DAL)",18,0,191607,NA,"Delta Air Lines (DAL)",NA,8854554,NA,"31-Dec",1009,NA,6e+05,"Richard H. Anderson",7000052,148,4,50,28,3575466,"DAL"
"149",149,1308750,3520517,0,4211096,7510,"HERTZ GLOBAL HOLDINGS INC",592796,"",12565068,"PARK RIDGE NJ","Services",9021,NA,4945727,5204747,39,129,"",6860,32,-4,41256,"Hertz (HTZ)",37.98,2955619,496730,NA,"Hertz (HTZ)",NA,13106093,NA,"13-Dec",243,NA,1187500,"Mark P. Frissora",6452426,149,9,126,39,6112642,"HTZ"
"150",150,975000,1852500,1608698,1647750,7372,"INTUIT INC",12559,"",12564585,"MOUNTAIN VIEW CA","Technology",4151,NA,7514292,2815319,26,95,"",17137,59,8,41121,"Intuit I(INTU)",18,1303378,12819,NA,"Intuit I(INTU)",NA,11632989,NA,"31-Jul",767,NA,950000,"Brad D. Smith",8320578,150,10,162,81,2635309,"INTU"
"151",151,1753827,2556981,5153190,2502006,7011,"PENN NATIONAL GAMING INC",529415,"",12540006,"WYOMISSING PA","Services",2899,NA,2332228,4680056,29,102,"",3817,139,5,41274,"Penn National Gaming (PENN)",-13,4966050,420330,NA,"Penn National Gaming (PENN)",NA,11978334,NA,"31-Dec",212,NA,1702745,"Peter M. Carlino",2601568,151,6,176,68,4785248,"PENN"
"152",152,1500000,3733425,1013213,3735000,2911,"VALERO ENERGY CORP/TX",248108,"",12529273,"SAN ANTONIO TX","Basic Materials",139250,NA,3327924,5434638,65,55,"",18866,118,25,41274,"Valero Energy (VLO)",-1,1277472,201213,NA,"Valero Energy (VLO)",NA,10040034,NA,"31-Dec",2083,NA,1500000,"William R. Klesse",6032952,152,11,7,16,5483108,"VLO"
"153",153,1470000,7540000,4165640,4128000,2531,"JOHNSON CONTROLS INC",417161,"",12406921,"MILWAUKEE WI","Consumer Goods",41955,NA,3151800,9249075,7,161,"",18736,142,-27,41182,"Johnson Controls (JCI)",-13,4590450,303075,NA,"Johnson Controls (JCI)",NA,16991325,NA,"30-Sep",1226,NA,1406000,"Stephen A. Roell",2226120,153,3,44,145,6015161,"JCI"
"154",154,1391000,2500000,0,1784500,2621,"INTERNATIONAL PAPER CO /NEW/",368908,"",12396598,"MEMPHIS TN","Consumer Goods",27833,NA,9001717,4209938,38,137,"",17578,168,-6,41274,"International Paper (IP)",-41,0,335563,NA,"International Paper (IP)",NA,13211655,NA,"31-Dec",749,NA,1374375,"John V. Faraci Jr.",8852190,154,7,65,40,3544408,"IP"
"155",155,1250000,0,3000014,3250000,2911,"MARATHON PETROLEUM CORP",328219,"",12395771,"FINDLAY OH","Basic Materials",82492,NA,0,0,93,0,"CHIEF EXECUTIVE: Mr. Heminger became CEO on June 30 2011.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",20880,29,0,41274,"Marathon Petroleum (MPC)",42,0,0,NA,"Marathon Petroleum (MPC)",NA,0,NA,"31-Dec",3389,NA,0,"Gary R. Heminger",4567538,155,5,20,9,4828219,"MPC"
"156",156,1049188,0,0,7307576,6021,"CITIGROUP INC",1766529,"*",12373293,"NEW YORK NY","Financial",68138,NA,0,0,51,0,"CHIEF EXECUTIVE: Mr. Corbat became CEO on October 15 2012.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",120213,162,0,41274,"Citigroup (C)",-30,0,0,NA,"Citigroup (C)",NA,0,NA,"31-Dec",7690,NA,0,"Michael L. Corbat",2250000,156,-6,26,25,10123293,"C"
"157",157,780132,2650000,0,2650000,6282,"FRANKLIN RESOURCES INC",40039,"",12320171,"SAN MATEO CA","Financial",7101,NA,6350000,3527522,34,58,"",26552,114,25,41182,"Franklin Resources (BEN)",0,0,97390,NA,"Franklin Resources (BEN)",NA,9877522,NA,"30-Sep",1920,NA,780132,"Gregory E. Johnson",8850000,157,-1,138,53,3470171,"BEN"
"158",158,1453846,0,0,0,5331,"BIG LOTS INC",341920," ",12319766,"COLUMBUS OH","Services",5400,NA,10280000,1644662,-19,110,"",1863,146,3,41305,"Big Lots (BIG)",-14.51,0,244662,NA,"Big Lots (BIG)",NA,11924662,NA,"31-Jan",177,NA,1400000,"Steven S. Fishman",10524000,158,4,152,194,1795766,"BIG"
"159",159,1500000,3630875,4082738,3672750,3100,"COACH INC",470549,"",12276005,"NEW YORK NY","Consumer Goods",4763,NA,2549992,5535481,-7,122,"",16678,58,-1,41090,"Coach (COH)",18,4306001,452256,NA,"Coach (COH)",NA,12391474,NA,"30-Jun",1039,NA,1452350,"Lew Frankfort",2549968,159,15,156,178,5643299,"COH"
"160",160,1250000,1475401,1353105,1748988,4841,"SCRIPPS NETWORKS INTERACTIVE INC.",441155,"",12228752,"CINCINNATI OH","Services",2307,NA,2880059,3193036,38,29,"",8594,28,62,41274,"Scripps Networks Interactive (SNI)",44,1494801,517635,NA,"Scripps Networks Interactive (SNI)",NA,7567896,NA,"31-Dec",681,NA,1200000,"Kenneth W. Lowe",7435504,160,11,185,43,3440143,"SNI"
"161",161,1185000,1494732,3740675,1664996,5211,"LOWES COMPANIES INC",201878,"",12136442,"MOORESVILLE NC","Services",50521,NA,5599699.6,2810294,45,105,"",41570,88,4,41305,"Lowes Companies (LOW)",7,3232749,160562,NA,"Lowe's Companies (LOW)",NA,11642742.6,NA,"31-Jan",1959,NA,1155000,"Robert A. Niblock",5343893,161,1,35,30,3051874,"LOW"
"162",162,1235305,3494568,1500000,3458855,7011,"WYNDHAM WORLDWIDE CORP",1428369,"",12122529,"PARSIPPANY NJ","Services",4534,NA,4125000,5166189,43,77,"",7270,124,14,41274,"Wyndham Worldwide (WYN)",-4,1375000,506765,NA,"Wyndham Worldwide (WYN)",NA,10666189,NA,"31-Dec",400,NA,1164856,"Stephen P. Holmes",4500000,162,7,157,31,6122529,"WYN"
"163",163,1e+06,2204000,5051163,3250000,7374,"AOL INC.",12684,"",12071422,"NEW YORK NY","Technology",2192,NA,0,3216534,130,7,"",2283,1,275,41274,"AOL (AOL)",7903.05,0,12534,NA,"AOL (AOL)",NA,3216534,NA,"31-Dec",1048,NA,1e+06,"Timothy M. Armstrong",2757575,163,0,186,3,4262684,"AOL"
"164",164,1e+06,2750000,0,1675000,6200,"NYSE EURONEXT",613466,"",12038468,"NEW YORK NY","Financial",3749,NA,4675017,4414249,25,46,"",7664,170,32,41274,"NYSE Euronext (NYX)",-44,0,664249,NA,"NYSE Euronext (NYX)",NA,9089266,NA,"31-Dec",348,NA,1e+06,"Duncan L. Niederauer",8750002,164,-18,168,82,3288466,"NYX"
"165",165,1075000,3214250,0,2769200,3411,"CROWN HOLDINGS INC",1312884,"",12027126,"PHILADELPHIA PA","Consumer Goods",8470,NA,6870042,6151089,10,144,"",5271,13,-8,41274,"Crown Holdings (CCK)",97.52,0,1861839,NA,"Crown Holdings (CCK)",NA,13021131,NA,"31-Dec",557,NA,1075000,"John W. Conway",6870042,165,-2,128,133,5157084,"CCK"
"166",166,1295833,2675000,2662239,1150052,5912,"WALGREEN CO",657304,"",12022110,"DEERFIELD IL","Services",71633,NA,5647235,4214977,4,121,"",33759,157,-1,41152,"Walgreen (WAG)",-21.63,2237617,339977,NA,"Walgreen (WAG)",NA,12099829,NA,"31-Aug",2127,NA,1200000,"Gregory D. Wasson",6256682,166,-1,24,155,3103189,"WAG"
"167",167,893182,1198980,0,1339772,7372,"ADOBE SYSTEMS INC",30747,"",12012951,"SAN JOSE CA","Technology",4404,NA,6295550,2125787,26,84,"",17263,116,11,41243,"Adobe Systems (ADBE)",0,2403773,30373,NA,"Adobe Systems (ADBE)",NA,10825110,NA,"30-Nov",833,NA,896434,"Shantanu Narayen",9749250,167,4,159,77,2263701,"ADBE"
"168",168,1190000,3567315,4130694,2365234,2810,"PRAXAIR INC",161783,"",11974195,"DANBURY CT","Basic Materials",11224,NA,3712760,4885413,4,128,"",32418,111,-4,41274,"Praxair (PX)",1,3862854,173098,NA,"Praxair (PX)",NA,12461027,NA,"31-Dec",1692,NA,1145000,"Stephen F. Angel",4126484,168,0,115,154,3717017,"PX"
"169",169,1150000,0,2545760,2592330,3942,"MATTEL INC /DE/",212745,"*",11875801,"EL SEGUNDO CA","Consumer Goods",6421,NA,0,0,36,0,"CHIEF EXECUTIVE: Mr. Stockton became CEO on January 1 2012.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",12616,112,0,41274,"Mattel (MAT)",1,0,0,NA,"Mattel (MAT)",NA,0,NA,"31-Dec",769,NA,0,"Bryan G. Stockton",5374966,169,2,142,46,3955075,"MAT"
"170",170,850000,1462500,1340631,2e+06,6798,"HCP INC.",11250,"",11798683,"LONG BEACH CA","Financial",1901,NA,10100013,2075144,14,151,"",20475,23,-14,41274,"HCP (HCP)",51,1587495,12644,NA,"HCP (HCP)",NA,13762652,NA,"31-Dec",800,NA,6e+05,"James F. Flaherty III",7596802,170,11,189,119,2861250,"HCP"
"171",171,1181415,2e+06,0,2895360,2531,"BE AEROSPACE INC",3973438,"",11794213,"WELLINGTON FL","Industrial Goods",3085,NA,3600018,6867256,28,81,"",5174,106,13,41274,"B/E Aerospace (BEAV)",3,NA,3731379,NA,"B/E Aerospace (BEAV)",NA,10467274,NA,"31-Dec",234,NA,1135877,"Amin J. Khoury",3744000,171,23,173,71,8050213,"BEAV"
"172",172,954050,0,720695,1640200,4911,"NEXTERA ENERGY INC",156461,"*",11780310,"JUNO BEACH FL","Utilities",14256,NA,0,0,18,0,"CHIEF EXECUTIVE: Mr. Robo became CEO on July 1 2012.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",29327,117,0,41274,"Nextera Energy (NEE)",-1,0,0,NA,"Nextera Energy (NEE)",NA,0,NA,"31-Dec",1911,NA,0,"James L. Robo",8308904,172,-7,95,104,2750711,"NEE"
"173",173,556154,0,0,1164770,3674,"FIRST SOLAR INC.",11423,"*",11767359,"TEMPE AZ","Technology",3369,NA,0,0,-9,0,"CHIEF EXECUTIVE: Mr. Hughes became CEO on May 3 2012.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",2690,0,0,41274,"First Solar (FSLR)",NA,0,0,NA,"First Solar (FSLR)",NA,0,NA,"31-Dec",NA,NA,0,"James A. Hughes",10035012,173,22,170,180,1732347,"FSLR"
"174",174,1226250,3718000,0,3375000,3714,"BORGWARNER INC",774464," ",11756097,"AUBURN HILLS MI","Consumer Goods",7183,NA,4869636,5800172,12,85,"CHIEF EXECUTIVE: Mr. Manganello left the CEO position on January 1 2013.",8282,135,10,41274,"BorgWarner (BWA)",-9,0,940922,NA,"BorgWarner (BWA)",NA,10669808,NA,"31-Dec",507,NA,1141250,"Timothy M. Manganello",6380383,174,1,137,122,5375714,"BWA"
"175",175,1440000,1505000,1520013,2484000,3350,"ALCOA INC",203566,"",11727612,"PITTSBURGH PA","Basic Materials",23700,NA,7600158,3127436,2,142,"",9282,179,-7,41274,"Alcoa (AA)",-69,1900027,189103,NA,"Alcoa (AA)",NA,12627621,NA,"31-Dec",191,NA,1433333,"Klaus Kleinfeld",6080033,175,-5,75,159,4127566,"AA"
"176",176,375000,0,0,3953376,3576,"CISCO SYSTEMS INC.",11025,"",11687666,"SAN JOSE CA","Technology",46061,NA,12500100,386025,2,146,"",84376,46,-9,41121,"Cisco Systems (CSCO)",24,0,11025,NA,"Cisco Systems (CSCO)",NA,12886125,NA,"31-Jul",8041,NA,375000,"John T. Chambers",7348265,176,7,40,161,4339401,"CSCO"
"177",177,1450000,2310627,0,3045000,7320,"EQUIFAX INC",105571,"",11663299,"ATLANTA GA","Financial",2161,NA,3031474,3858646,42,48,"",6519,60,31,41274,"Equifax (EFX)",18,1990591,98019,NA,"Equifax (EFX)",NA,8880711,NA,"31-Dec",272,NA,1450000,"Richard F. Smith",7062728,177,10,187,37,4600571,"EFX"
"178",178,1428055,2716105,6322853,385575,8062,"UNIVERSAL HEALTH SERVICES INC",1497268,"",11633744,"KING OF PRUSSIA PA","Healthcare",6961,NA,0,5595854,26,140,"",4725,74,-7,41274,"Universal Health Services (UHS)",11,6848956,1479695,NA,"Universal Health Services (UHS)",NA,12444810,NA,"31-Dec",443,NA,1400054,"Alan B. Miller",1999993,178,3,139,78,3310898,"UHS"
"179",179,1049808,0,2498113,1339000,5651,"AMERICAN EAGLE OUTFITTERS INC",1026899,"*",11613840,"PITTSBURGH PA","Services",3476,NA,0,0,57,0,"CHIEF EXECUTIVE: Mr. Hanson became CEO on January 30 2012.  CHANGE IN PAY: Not calculated because the CEO was not in place for two complete years.",3923,22,0,41305,"American Eagle Outfitters (AEO)",51,0,0,NA,"American Eagle Outfitters (AEO)",NA,0,NA,"31-Jan",264,NA,0,"Robert L. Hanson",5700020,179,11,169,21,3415707,"AEO"
"180",180,9e+05,2004779,4076846,5271500,3530,"DOVER CORP",9293,"",11578760,"DOWNERS GROVE IL","Industrial Goods",8104,NA,1372704,2919369,15,37,"",11478,85,46,41274,"Dover (DOV)",8,3627567,14590,NA,"Dover (DOV)",NA,7919640,NA,"31-Dec",833,NA,9e+05,"Robert A. Livingston",1321121,180,10,130,113,6180793,"DOV"
"181",181,1325000,3100000,0,2748100,6331,"CHUBB CORP",317312,"",11558147,"WARREN NJ","Financial",13595,NA,7954740,4763317,11,145,"",19657,132,-9,41274,"Chubb (CB)",-8,0,338317,NA,"Chubb (CB)",NA,12718057,NA,"31-Dec",1545,NA,1325000,"John D. Finnegan",7167735,181,0,102,127,4390412,"CB"
"182",182,956001,1720800,2039499,1434000,1311,"PIONEER NATURAL RESOURCES CO",146134,"",11488951,"IRVING TX","Basic Materials",3228,NA,5315904,2818812,19,69,"",13149,178,18,41274,"Pioneer Natural Resources (PXD)",-67,1592382,142011,NA,"Pioneer Natural Resources (PXD)",NA,9727098,NA,"31-Dec",137,NA,956001,"Scott D. Sheffield",6913317,182,17,172,101,2536135,"PXD"
"183",183,1197308,2323076,1668623,6265910,3357,"CORNING INC /NY",572297,"",11454132,"CORNING NY","Technology",8012,NA,1749994,3962695,0,31,"",18582,166,54,41274,"Corning (GLW)",-38,1707225,472465,NA,"Corning (GLW)",NA,7419914,NA,"31-Dec",1728,NA,1167154,"Wendell P. Weeks",1749994,183,2,131,167,8035515,"GLW"
"184",184,1049808,3799445,0,3060000,5734,"GAMESTOP CORP.",163299,"",11437194,"GRAPEVINE TX","Services",8887,NA,1042500,4832880,-1,21,"",2734,0,95,41305,"Gamestop (GME)",NA,0,5743,NA,"Gamestop (GME)",NA,5875380,NA,"31-Jan",NA,NA,1027692,"J. Paul Raines",7164087,184,-7,127,168,4273107,"GME"
"185",185,1e+06,1402800,3057000,1187000,3720,"TEXTRON INC",104154,"",11330521,"PROVIDENCE RI","Industrial Goods",12237,NA,5322686,2487598,35,80,"",6732,11,13,41274,"Textron (TXT)",140.08,2241217,84798,NA,"Textron (TXT)",NA,10051501,NA,"31-Dec",581,NA,1e+06,"Scott C. Donnelly",5982367,185,9,111,52,2291154,"TXT"
"186",186,1186828,3476250,0,4774052,3651,"HARMAN INTERNATIONAL INDUSTRIES INC /DE/",113931,"",11317240,"STAMFORD CT","Consumer Goods",4364,NA,6755063,4757102,-13,125,"",2660,10,-2,41090,"Harman International Industries (HAR)",142,0,128203,NA,"Harman International Industries (HAR)",NA,11512165,NA,"30-Jun",330,NA,1152649,"Dinesh C. Paliwal",5242429,186,16,160,189,6074811,"HAR"
"187",187,1591667,5105100,3099994,1907200,5311,"MACY'S INC.",76079,"",11305764,"CINCINNATI OH","Services",27686,NA,4649988,6725692,17,157,"",15382,89,-22,41305,"Macy's (M)",6,3099998,78925,NA,"Macy's (M)",NA,14475678,NA,"31-Jan",1335,NA,1541667,"Terry J. Lundgren",4630824,187,5,66,109,3574946,"M"
"188",188,1300000,2500000,2775003,2500000,3663,"L 3 COMMUNICATIONS HOLDINGS INC",99632,"",11299632,"NEW YORK NY","Industrial Goods",13146,NA,6080468,3906238,22,152,"",6888,134,-17,41274,"L-3 Communications (LLL)",-9,3699993,106238,NA,"L-3 Communications (LLL)",NA,13686699,NA,"31-Dec",782,NA,1300000,"Michael T. Strianese",4624997,188,0,106,89,3899632,"LLL"
"189",189,542656,821833,0,306000,7372,"TIBCO SOFTWARE INC",101945,"",11293101,"PALO ALTO CA","Technology",1025,NA,4204000,1395142,-9,47,"",4080,82,32,41243,"Tibco Software (TIBX)",9,2930000,19943,NA,"Tibco Software (TIBX)",NA,8529142,NA,"30-Nov",122,NA,553366,"Vivek Y. Ranadive",10342500,189,11,200,179,950601,"TIBX"
"190",190,983333,2229300,3749847,2450000,7389,"MASTERCARD INC",348041,"",11281457,"PURCHASE NY","Financial",7391,NA,2475227,3394890,32,43,"",60315,27,35,41274,"MasterCard (MA)",45,2474834,265590,NA,"MasterCard (MA)",NA,8344951,NA,"31-Dec",2759,NA,9e+05,"Ajay S. Banga",3750236,190,10,134,60,3781374,"MA"
"191",191,1441100,3639949,0,5072672,6321,"AFLAC INC",252764,"",11224975,"COLUMBUS GA","Financial",25364,NA,3755510,5259833,26,156,"",24846,25,-21,41274,"Aflac (AFL)",48,5180415,220784,NA,"Aflac (AFL)",NA,14195758,NA,"31-Dec",2866,NA,1399100,"Daniel P. Amos",4458439,191,14,70,79,6766536,"AFL"
"192",192,1179808,2129000,0,2654000,2911,"TESORO CORP /NEW/",34253,"",11214371,"SAN ANTONIO TX","Basic Materials",32974,NA,4380710,3153904,90,35,"",6054,35,49,41274,"Tesoro (TSO)",36,0,14327,NA,"Tesoro (TSO)",NA,7534614,NA,"31-Dec",743,NA,1010577,"Gregory J. Goff",7346310,192,9,59,10,3868061,"TSO"
"193",193,1575000,2655200,2500000,4000600,2800,"HUNTSMAN CORP",637952,"",11213552,"SALT LAKE CITY UT","Basic Materials",11187,NA,2e+06,4621092,63,50,"",3814,21,30,41274,"Huntsman (HUN)",51,2e+06,465892,NA,"Huntsman (HUN)",NA,8621092,NA,"31-Dec",368,NA,1500000,"Peter R. Huntsman",2500000,193,0,116,19,6213552,"HUN"
"194",194,1277101,1934919,2861043,1809652,5122,"CARDINAL HEALTH INC",123246,"",11209724,"DUBLIN OH","Services",107552,NA,2520001,3297016,-6,89,"",14326,78,10,41090,"Cardinal Health (CAH)",11,4397189,132015,NA,"Cardinal Health (CAH)",NA,10214206,NA,"30-Jun",1070,NA,1230082,"George S. Barrett",5138682,194,5,15,176,3209999,"CAH"
"195",195,1075000,4187231,2069453,3104600,6311,"LINCOLN NATIONAL CORP",671779,"",11168770,"RADNOR PA","Financial",11532,NA,4293791,6122416,33,147,"",7031,3,-10,41274,"Lincoln National (LNC)",462,1951132,860185,NA,"Lincoln National (LNC)",NA,12367339,NA,"31-Dec",1286,NA,1075000,"Dennis R. Glass",4247938,195,8,114,56,4851379,"LNC"
"196",196,1e+06,3019500,1976400,3480000,6798,"VENTAS INC",98819,"",11166819,"CHICAGO IL","Financial",2485,NA,12567500,3973831,17,165,"",18895,149,-40,41274,"Ventas (VTR)",-15.85,1957500,39331,NA,"Ventas (VTR)",NA,18498831,NA,"31-Dec",306,NA,915000,"Debra A. Cafaro",4611600,196,43,183,106,4578819,"VTR"
"197",197,1100000,1815000,4000017,2035000,6798,"AMERICAN TOWER CORP /MA/",26093,"",11161164,"BOSTON MA","Financial",2876,NA,3000032,2941932,29,54,"",30530,19,25,41274,"American Tower (AMT)",61,3000016,26932,NA,"American Tower (AMT)",NA,8941980,NA,"31-Dec",637,NA,1100000,"James D. Taiclet Jr.",4000054,197,18,177,69,3161093,"AMT"
"198",198,1200000,5673594,1214695,5002457,4813,"SPRINT NEXTEL CORP",167334,"",11144556,"OVERLAND PARK KS","Technology",35345,NA,3222768,6967883,142,138,"",17071,0,-6,41274,"Sprint Nextel (S)",NA,1692000,94289,NA,"Sprint Nextel (S)",NA,11882651,NA,"31-Dec",NA,NA,1200000,"Daniel R. Hesse",3560070,198,5,53,2,6369791,"S"
"199",199,1500000,3096563,3799998,2500000,2834,"MERCK & CO. INC.",57850,"",11142845,"WHITEHOUSE STATION NJ","Healthcare",47267,NA,3107878,4652937,9,107,"",123736,120,4,41274,"Merck (MRK)",-2,2999997,56374,NA,"Merck (MRK)",NA,10760812,NA,"31-Dec",6168,NA,1500000,"Kenneth C. Frazier",3284997,199,-2,38,138,4057850,"MRK"
"200",200,1700000,0,0,0,3711,"GENERAL MOTORS CO",70149,"",11102808,"DETROIT MI","Consumer Goods",152256,NA,5947229,1755514,42.23,38,"",39394.5602,165,44,41274,"General Motors (GM)",-35.94,0,55514,NA,"General Motors (GM)",NA,7702743,NA,"41274",4859,NA,1700000,"Daniel F. Akerson",9332659,200,1.3,5,34,1770149,"GM"
